SKILL,TITLE,STEPS,NOTES,FOOTAGE,VOICEOVER,MUSIC,REVIEW,,,,,,,,,,,,,,,,,,,,
,,"Step 13: Inform EMS personnel of contaminant involved and its hazards, if known.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 14: Ensure personnel, tools, and equipment are decontaminated.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 15: Terminate decontamination operations according to AHJ�s policies and procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 16: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
10-6,Perform mass decontamination on nonambulatory victims. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper decontamination method has been chosen to minimize hazards.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE for performing mass decontamination operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Establish mass decontamination corridor for nonambulatory decontamination in a safe location and according to the AHJ�s SOPs.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Ensure the decontamination corridor provides privacy for victims.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Establish an initial triage point to evaluate and direct persons.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Perform lifesaving intervention if necessary.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Transfer the victim to the nonambulatory wash area of the decontamination station on an appropriate backboard/litter device.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 8: Remove all clothing, jewelry, and personal belongings, and place in appropriate containers. Decontaminate as required, and safeguard personal belongings and items. Use plastic bags with labels for identification.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 9: Carefully undress nonambulatory persons, and avoid spreading the contamination when undressing. Do not touch the outside of the clothing to the skin.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: If biological agents are suspected, a fine water mist can be applied to trap the agent in the clothing and prevent the spread of contamination.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 10: Completely wash the victim�s entire body using handheld hoses, sponges, and/or brushes and then rinse following AHJ�s SOPs for safety. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: Clean the victim�s genital area, armpits, folds in the skin, and nails with special attention. If conscious, instruct the victim to close his/her mouth and eyes during wash and rinse procedures.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Transfer the victim from the wash and rinse stations to a drying station after completing the decontamination process. Ensure that the victim is completely dry.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Monitor for additional contamination using the appropriate detection device.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: If contamination is detected, repeat decontamination wash and/or change decontamination method as appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 13: Have on-scene medical personnel reevaluate the victim�s injuries.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 14: Ensure personnel, tools, and equipment are decontaminated.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 15: Terminate decontamination operations according to AHJ�s policies and procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 16: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-1,Demonstrate the proper use of pH paper to identify hazards. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Inspect the paper to ensure it has not been exposed or expired.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Remove a piece of appropriate size pH paper from the roll or remove strip from the container and secure the paper.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Sample the product.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: If monitoring vapors or gases, pH paper should be wetted.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: Compare results to pH paper color scale to determine if the product is an acid, a base, or neutral. Record results.",,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: Confirmation of a corrosive atmosphere will eliminate the use of electronic meters for further testing.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Report results according to AHJ�s procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Dispose of pH paper in accordance with appropriate regulations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Decontaminate equipment and return to operational state per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-2,Demonstrate the proper use of pH meters to identify hazards.,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Perform initial inspection to ensure device is serviceable.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Turn on the pH meter.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Remove the protective cap from the electrode.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Calibrate the pH meter in a test solution with a known pH as per the manufacturer's instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 7: Once calibrated, rinse and return the electrode to its operational state as per manufacturer�s instructions.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Place the electrode in the liquid to be tested and make note of the reading.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Report readings according to AHJ procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 10: Remove electrode from the liquid, rinse, and return to operational state as per the manufacturer�s instructions.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Replace the protective cap on the electrode.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Turn off the pH meter.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 13: Decontaminate equipment and return to operational state as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 14: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-3,Demonstrate the proper use of reagent test paper to identify hazards. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Inspect the test paper to ensure it has not been exposed or expired.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Remove a piece of appropriate size reagent test paper.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Sample the product.,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: Reagent test paper should be wetted as per manufacturer�s recommendations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Identify any color changes to the reagent test paper and compare them with the provided reference.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Report results according to AHJ�s procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Dispose of reagent test paper in accordance with appropriate regulations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Decontaminate equipment and return to operational status as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-4,"Demonstrate the use of a multi-gas meter (carbon monoxide, oxygen, combustible gases, multi-gas, and others) to identify hazards. ","WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: Specific procedures will vary depending on the equipment used. Refer to the manufacturer�s instructions for complete directions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Perform initial inspection to ensure device is serviceable.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Select the monitor and identify the gases it will detect.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Perform a bump test to ensure the meter is functioning properly.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Perform a �fresh air� calibration of the monitor prior to entry.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Properly monitor the area as per AHJ�s requirements.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Report results according to AHJ�s requirements.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 9: When monitoring is complete, turn off the instrument.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Decontaminate equipment and return to operational state as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-5,Demonstrate the proper use of radiation detection instruments to identify hazards.  ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: Specific procedures will vary depending on the equipment used. Refer to the manufacturer�s instructions for complete directions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select the appropriate monitor for the potential hazard(s).,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Perform initial inspection to ensure device is serviceable.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Ensure that the monitor has been maintained and appropriately calibrated according to AHJ�s SOPs and manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Turn on the meter and test detector against check source.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Acquire background radiation levels.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Properly monitor the area as per AHJ�s requirements.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Determine the presence of ionizing radiation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Compare radiation values to AHJ�s SOPs. Record results.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Report results according to AHJ�s requirements.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 12: When monitoring is complete, turn off the instrument.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 13: Decontaminate equipment and return to operational state as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 14: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-6,Demonstrate the proper use of dosimeters to identify personal dose received. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Perform initial inspection to ensure device is serviceable.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Ensure the dosimeter is properly calibrated.,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: The dosimeter should be logged to you.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Ensure the dosimeter reads zero.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Don the dosimeter as per the manufacturer's instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Perform mission activity.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Doff the dosimeter.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Follow manufacturer's instructions and AHJ�s procedures regarding dosimeter analysis.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Report results as per AHJ�s procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Decontaminate equipment and return to proper storage as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-7,Demonstrate the proper use of photoionization detectors to identify hazards.  ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: Specific procedures will vary depending upon the equipment used. Refer to the manufacturer�s instructions for complete directions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Perform initial inspection to ensure device is serviceable.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Perform a �fresh air� calibration.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Operate the device as per manufacturer�s instructions and AHJ�s procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Properly monitor the area as per AHJ�s requirements.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Identify conversion factors and apply them as necessary.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Report results according to AHJ�s requirements.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 9: When monitoring is complete, turn off the device.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Decontaminate equipment and return to operational state as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
11-8,Demonstrate the proper use of colorimetric tubes to identify hazards. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTE: Specific procedures will vary depending on the equipment used. Refer to the manufacturer�s instructions for complete directions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Ensure proper detection, monitoring, or sampling method and equipment is chosen.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Use the manufacturer�s instruction manual to select the proper colorimetric tube for sampling and check expiration dates for the tube.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Perform a functional test to check device per the manufacturer�s instructions to ensure correct operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Reset the counter.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Properly break both ends off of the tube(s) using the provided tube cutter.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Insert the tube into the hand pump in the proper direction.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 8: Hold the tip of the tube an appropriate distance away from the product or container opening, taking care not to come into contact with any solid or liquid product.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Sample the product based on the manufacturer's instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 10: Remove the tube from the pump and read, interpret, and record the results as per the manufacturer�s instructions.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Dispose of sampling tube in accordance with appropriate regulations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAUTION: Used tubes may be a hazardous waste and/or sharps hazard.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Decontaminate equipment and return to operational state as per manufacturer�s instructions.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 13: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
12-1,Perform victim rescue operations at a hazardous materials incident. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Evaluate the situation including the hazards present and the status of victims in order to determine the feasibility of rescue according to AHJ.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure proper rescue or recovery method is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Ensure that all responders are wearing appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Visually identify the location and status of victims at the incident.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Ask if victims are able to move voluntarily. If they are not able to move, proceed to next step.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Establish decontamination appropriate to the incident.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Assemble and brief a rapid extraction crew on the task.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Communicate intent to begin rapid extraction to Incident Commander.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Communicate intent to begin rapid extraction to victims at the incident.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Direct rapid extraction crew to begin extraction.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Maintain continuous communication during extraction.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 12: As extraction crew exits incident area with victims, begin decontamination procedures.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 13: Transport decontaminated victims to triage.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 14: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
12-2,Conduct triage. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure scene safety and proper PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Identify patients to be triaged.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Assess patient�s mobility.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Assess patient�s respiration.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"a. Attempt to open the airway. If breathing cannot be started by opening the airway, mark Priority 0.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"b. If patient starts breathing, or their respiratory rate is more than 30/minute, mark Priority 1.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"c. If respiratory rate is less than 30/minute, go to next step. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Assess patient�s radial pulse.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"a. If patient is breathing, but has no radial pulse, mark Priority 1.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"b. If patient is breathing and has a pulse, go to next step.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Assess patient�s level of consciousness,,,,,,,,,,,,,,,,,,,,,,,,,
,,"a. If patient is alert (able to follow simple commands), mark Priority 2.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"b. If any altered mental status, mark Priority 1.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 7: Re-triage the Priority 3 �Walking Wounded� patients. Check for any change in medical condition, e.g. shock, mental status, etc.",,,,,,,,,,,,,,,,,,,,,,,,,
13-1,Perform absorption/adsorption. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing absorption/adsorption operations and that appropriate hand tools have been selected.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the absorption /adsorption operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Select the most appropriate sorbent/adsorbent.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Deploy the sorbent/adsorbent in a manner that most efficiently controls the spill.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-2,Perform damming. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: Instructor directions: will need to determine if construction is overflow, underflow, or containment dam.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing damming operations and that appropriate hand tools have been selected.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the damming operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Construct the dam in a location and manner that most efficiently controls the spill.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-3,Perform diking operations. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing diking operations and that appropriate hand tools have been selected.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the diking operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Construct the dike in a manner and location that most efficiently controls and directs the spill to a desired location.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-4,Perform diversion. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing diversion operations and that appropriate hand tools have been selected.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the diversion operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Construct the diversion in a manner and location that most efficiently controls and directs the spill to a desired location.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Working as a team, use hand tools to break the soil, remove the soil, pile the soil, and pack the soil tightly.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-5,Perform retention. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
